title,stars,reviews,price,price_tier,category_name,engagement,KU Status,Bestseller,Editors Pick,Goodreads Choice
Wundersmith: The Calling of Morrigan Crow,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Tea Dragon Society (1),4.7,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
It's Kind of a Funny Story,4.6,0,8.86,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Poached (FunJungle),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Song for a Whale,4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, 4)",4.5,0,7.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Skandar and the Unicorn Thief (1),4.7,0,11.04,$10-$15,Children's eBooks,No Reviews,Paid,No,Yes,No
A Wolf Called Wander (A Voice of the Wilderness Novel),4.8,0,6.63,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Eleven,4.7,0,9.95,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Fall of the School for Good and Evil (Rise, 2)",4.7,0,13.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"The Lemonade Crime (The Lemonade War Series, 2)",4.7,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Creepy Pair of Underwear! (Creepy Tales!),4.9,0,11.4,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Silver Shadows: A Bloodlines Novel,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
Tell Me Three Things,4.5,0,8.49,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
"Ben Archer and the Cosmic Fall: (The Alien Skill Series, Book 1)",4.6,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"The Complete Works of George MacDonald (Illustrated Edition): The Princess and the Goblin, Phantastes, At the Back of the North Wind, Lilith…",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Sun Is Also a Star,4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Sun Warrior: Tales of a New World,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Al Capone Does My Shirts (Tales from Alcatraz),4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Wind Rider: Tales of a New World,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Warriors: The Broken Code #3: Veil of Shadows,4.9,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"I Survived the Attacks of September 11, 2001: A Graphic Novel (I Survived Graphic Novel #4) (4) (I Survived Graphix)",4.8,0,8.24,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians),4.5,0,1.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
The Ruby Circle: A Bloodlines Novel,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
Five Feet Apart,4.7,0,8.97,$5-$10,Children's eBooks,No Reviews,Paid,No,No,Yes
Old Yeller (HarperClassics),4.8,0,8.49,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Final Coordinate: The Coordinate, Book 3",4.7,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"No, David!",4.8,0,15.29,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Brian's Return (A Hatchet Adventure),4.7,0,8.49,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Dave the Villager 48: An Unofficial Minecraft Book (The Legend of Dave the Villager),4.8,0,3.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Love & Luck,4.4,0,9.39,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Anne of Green Gables,4.7,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Mortal Engines: Mortal Engines, Book 1",4.2,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Abominable Snowman,4.2,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Haunted Mansion: Storm & Shade,4.2,0,16.19,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Kid Youtuber Presents: Hall Monitors: From the Creator of Diary of a 6th Grade Ninja,4.8,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Stonekeeper's Curse: A Graphic Novel (Amulet #2) (2),4.8,0,9.51,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Dork Diaries 13: Tales from a Not-So-Happy Birthday (13),4.8,0,9.72,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Goose Girl (Books of Bayern),4.7,0,9.29,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Close to Shore: The Terrifying Shark Attacks of 1916,4.3,0,18.0,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Darius the Great Is Not Okay,4.6,0,8.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"A Tale of Sorcery... (A Tale of Magic..., 3)",4.8,0,7.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Pippi Longstocking,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Last Kids on Earth and the Zombie Parade,4.8,0,8.48,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Once Upon a Dream-A Twisted Tale,4.7,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Cat in the Hat,4.9,0,7.96,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Gregor and the Prophecy of Bane: Underland Chronicles, Book 2",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"The Silent Thaw: Warriors: The Broken Code, Book 2",4.9,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Captain Underpants #12: Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,4.7,0,8.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Trapped in a Video Game (Volume 1),4.7,0,5.5,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,Yes,No,No
Island of Graves (6) (The Unwanteds),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Captain Underpants and the Attack of the Talking Toilets: Captain Underpants, Book 2",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Unicorn Who Lost Its Horn: A Tale of How to Catch and Spread Kindness (The Animal Who...),4.6,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Pete the Cat and His Magic Sunglasses,4.7,0,11.9,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Theodore Boone: The Scandal,4.2,0,8.85,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers: Color Edition,4.8,0,8.57,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Invincible: The Chronicles of Nick,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Everything You Need to Ace World History in One Big Fat Notebook, 2nd Edition: The Complete Middle School Study Guide (Big Fat Notebooks)",4.8,0,14.44,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"The Apprentice's Quest: Warriors: A Vision of Shadows, Book 1",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
High Five! A Graphic Novel (Catwad #5) (5),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Matilda,4.8,0,15.99,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Scat,4.5,0,8.98,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Twisted Ones: Five Nights at Freddy's, Book 2",4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Dork Diaries 7: Tales from a Not-So-Glam TV Star (7),4.7,0,10.94,$10-$15,Children's eBooks,No Reviews,Paid,No,No,Yes
"Aurora's End: The Aurora Cycle, Book 3",4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Crown of Ptolemy (Percy Jackson & Kane Chronicles Crossover (Demigods and Magicians) Book 3),4.6,0,1.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
Aru Shah and the Nectar of Immortality (Pandava Series),4.9,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
Extras,4.4,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
One Fish Two Fish Red Fish Blue Fish,4.9,0,5.55,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Treaties, Trenches, Mud, and Blood (Nathan Hale's Hazardous Tales #4): A World War I Tale",4.8,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Mastiff: The Legend of Beka Cooper, Book 3",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
You're Making Me Six: A Graphic Novel (Catwad 6): Volume 6 (Catwad),4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Hilo Book 9: Gina and the Last City on Earth: (A Graphic Novel),4.8,0,11.89,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
If You Give a Mouse a Cookie,4.9,0,11.42,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Welcome to My World (Volume 13),4.6,0,9.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Dinosaur Who Discovered Hamburgers 2: Cutting The Big Cheese (The Animal Who...),4.6,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"SkyClan's Destiny (Warriors Super Edition) (Warriors Super Edition, 3)",4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Tiger's Voyage: Tiger's Curse, Book 3",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Rick Riordan Presents: Storm Runner, The",4.7,0,7.85,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Pucky, Prince of Bacon: A Breaking Cat News Adventure (Volume 5)",4.9,0,7.79,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
New from Here,4.8,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Good Men Stand,4.4,0,2.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Millionaires for the Month,4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
The Perfect English Grammar Workbook: Simple Rules and Quizzes to Master Today's English,4.5,0,13.99,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Loved: The House of Night Other World, Book 1",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Celebrating Jesus in the Biblical Feasts Expanded Edition: Discovering Their Significance to You as a Christian,4.7,0,15.99,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Thirst,4.6,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Mummies in the Morning (Magic Tree House, No. 3)",4.8,0,5.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Revenge of the Cream Puffs (Volume 15),4.7,0,8.48,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Kristy's Great Idea (The Baby-Sitters Club #1) (1),4.7,0,6.04,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Rebel Undercover (The Forgotten Five, Book 3)",4.8,0,14.39,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Rick Riordan Presents: Aru Shah and the Tree of Wishes-A Pandava Novel Book 3 (Pandava Series),4.8,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Final Core: Volume 1,4.5,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Return to the Secret Lake: A children's mystery adventure,4.7,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Splintered (Splintered Series #1): Splintered Book One,4.5,0,8.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,Yes
"Shattered Sky: Warriors: A Vision of Shadows, Book 3",4.9,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Wiggly the Worm: Fun Short Stories for Kids (Early Bird Reader Book 1),4.2,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Dragons Love Tacos,4.8,0,9.92,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Curse of Camp Cold Lake (Goosebumps Book 56),4.6,0,5.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Blended,4.8,0,7.53,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Cats Don't Like That!: A Hilarious Children's Book For Kids Ages 3-7 (Cats Don't Like!),4.3,0,4.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Beka Cooper Book 1: The Legend of Beka Cooper #1,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Posted,4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
PAWS: Mindy Makes Some Space,4.7,0,8.49,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Fallout: Spies, Superbombs, and the Ultimate Cold War Showdown",4.6,0,17.99,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Rules (Scholastic Gold),4.6,0,7.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Instinct: Chronicles of Nick,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"A Tale of Witchcraft... (A Tale of Magic..., 2)",4.8,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,Yes
If I Stay,4.3,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
"Etiquette & Espionage: Finishing School, Book 1",4.4,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,Yes
"Kid Youtuber 6: Sorry, Not Sorry: From the Creator of Diary of a 6th Grade Ninja",4.7,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Fatal Throne: The Wives of Henry VIII Tell All,4.5,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
The Fourth Closet: Five Nights at Freddy’s (Original Trilogy Book 3),4.8,0,8.44,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Glitch Guardians - Trellion: An Unofficial Minecraft Book (Tales of the Glitch Guardians 7),4.8,0,3.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"I Survived The Sinking of the Titanic, 1912 (I Survived Graphix)",4.8,0,6.94,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover (Demigods and Magicians) Book 2),4.6,0,1.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"Merriam-Webster's Dictionary for Children, Newest Edition, 2021 Copyright",4.7,0,12.79,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Pete the Cat: The Petes Go Marching,4.5,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Enola Holmes: The Case of the Disappearing Duchess (An Enola Holmes Mystery),4.7,0,6.7,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Warriors Manga: SkyClan and the Stranger: 3 Full-Color Warriors Manga Books in 1,4.8,0,10.77,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Nightmare at the Book Fair,4.3,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Genuine Fraud,3.9,0,7.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Short Stories for Japanese Learners (Level 1, Volume 1): Learn Japanese with an Authentic and Fun Short Story Collection for Beginners! (You Can Read Japanese!)",4.9,0,12.99,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Illusion: Chronicles of Nick, Book 5",4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
Captain Underpants and the Wrath of the Wicked Wedgie Woman: Color Edition (Captain Underpants #5),4.8,0,8.75,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Hidden Coordinate: The Coordinate, Book 2",4.5,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
A Kind of Spark,4.8,0,6.39,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Big Nate: Great Minds Think Alike,4.6,0,7.68,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Invisible Emmie (Emmie & Friends),4.7,0,8.39,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Abby in Neverland (Whatever After Special Edition #3),4.3,0,15.29,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
Junie B. Jones's First Boxed Set Ever! (Books 1-4),4.8,0,11.13,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Diary of a 6th Grade Ninja 3: Rise of the Red Ninjas,4.7,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Island of Shipwrecks (5) (The Unwanteds),4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Queen's Hope,4.5,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Off the Page,4.0,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Frizzy,4.8,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"Unstoppable Us, Volume 1: How Humans Took Over the World",4.6,0,13.54,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Five Nights at Freddy's Ultimate Guide: An AFK Book,4.8,0,12.49,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Slacker,4.7,0,6.69,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Absolute Superman for All Seasons,4.8,0,90.0,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
How Great Is Our God: 100 Indescribable Devotions About God and Science (Indescribable Kids),4.9,0,9.99,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Legend of Dave the Villager Books 26–30: An unofficial Minecraft series,4.8,0,24.99,Over $15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"Steelstriker (Skyhunter Duology, 2)",4.5,0,15.99,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
"Mara, Daughter of the Nile",4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Lost and Found,4.6,0,0.0,Free,Children's eBooks,No Reviews,Paid,Yes,No,No
Seeds of Rebellion,4.8,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,Yes
Diary of an 8-Bit Warrior Graphic Novel: Battle for the Dragon (Volume 4) (8-Bit Warrior Graphic Novels),4.7,0,10.4,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
The Smartest Kid in the Universe,4.7,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
An Indigenous Peoples' History of the United States for Young People (ReVisioning History for Young People),4.8,0,11.45,$10-$15,Children's eBooks,No Reviews,Paid,Yes,No,No
"One-Punch Man, Vol. 1 (1)",4.8,0,9.36,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
King Arthur and His Knights of the Round Table (Puffin Classics),4.6,0,6.38,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Salamis (The Long War),4.7,0,4.99,Under $5,Children's eBooks,No Reviews,Paid,No,No,No
"The Legend of Dave the Villager, Books 11–15: Dave the Villager Collections, Book 3",4.8,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Patina (Track),4.7,0,6.78,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Kid Youtuber 5: You're Welcome: From the Creator of Diary of a 6th Grade Ninja,4.7,0,9.24,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Dork Diaries 12: Tales from a Not-So-Secret Crush Catastrophe (12),4.8,0,7.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Lion of Mars,4.7,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,Yes,No
Enola Holmes: The Case of the Left-Handed Lady: An Enola Holmes Mystery,4.7,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Winglets Quartet (The First Four Stories) (Wings of Fire),4.8,0,6.03,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Diary of Steve the Noob 45 (An Unofficial Minecraft Book) (Diary of Steve the Noob Collection),4.9,0,4.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Rick Riordan Presents: Fury of the Dragon Goddess (Sik and the Dragon Goddess),4.7,0,15.46,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
ハリー・ポッターと賢者の石: Harry Potter and the Philosopher's Stone,4.7,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Crash: The Great Depression and the Fall and Rise of America,4.8,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
Third Grade Angels,4.7,0,6.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Ravenfall,4.3,0,8.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,Yes
"Running Out of Time (Running Out of Time, 1)",4.5,0,9.79,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Captain Underpants and the Perilous Plot of Professor Poopypants: Color Edition (Captain Underpants #4),4.8,0,8.31,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Big Nate Strikes Again (Big Nate, 2)",4.6,0,7.99,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Unravel the Dusk (The Blood of Stars),4.5,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
"Rogues of Magic: The Complete Trilogy: Rogues of Magic, Books 1-3",4.2,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Dibs: A Sweet Teen Romantic Comedy (Dryden High Series),4.3,0,12.99,$10-$15,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
Dork Diaries 11: Tales from a Not-So-Friendly Frenemy (11),4.7,0,9.45,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"The Chronicles of Chrestomanci, Vol. I (Chronicles of Chrestomanci, 1)",4.7,0,10.99,$10-$15,Children's eBooks,No Reviews,Paid,No,No,No
El Deafo,4.7,0,9.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Bone Houses,4.4,0,9.89,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
The Last Legacy: A Novel,4.5,0,0.0,Free,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
The Pout-Pout Fish Goes to School (A Pout-Pout Fish Adventure),4.8,0,7.18,$5-$10,Children's eBooks,No Reviews,Kindle Unlimited,No,No,No
"I Survived the Nazi Invasion, 1944: A Graphic Novel (I Survived Graphic Novel #3) (3) (I Survived Graphix)",4.8,0,8.88,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
"Magic Tree House Boxed Set, Books 9-12: Dolphins at Daybreak, Ghost Town at Sundown, Lions at Lunchtime, and Polar Bears Past Bedtime",4.9,0,17.59,Over $15,Children's eBooks,No Reviews,Paid,No,No,No
"""Good Day or Bad Day – I Love You Anyway!"": Halloween book for kids / Preschool , Toddlers, Kindergarten and 1st Graders (Halloween Books for Little Monsters)",4.5,0,3.99,Under $5,Children's eBooks,No Reviews,Kindle Unlimited,Yes,No,No
The Halloween Tree,4.7,0,7.01,$5-$10,Children's eBooks,No Reviews,Paid,No,No,No
Infamous: Chronicles of Nick,4.7,0,0.0,Free,Children's eBooks,No Reviews,Paid,No,No,No
